Question,Response,Key,Averages,Medians,Other_scores,pred
What is the difference between an array that is declared as static and one that is not? <STOP>,An array that is declared static causes anything that is not initialized to be set to 0. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,2.5,2.0,7.5,0.7556334733963013
What is the difference between an array that is declared as static and one that is not? <STOP>,A static array will have a null character at the end of the array. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,3.0,5.0,5.0,0.7383723258972168
What is the difference between an array that is declared as static and one that is not? <STOP>,static arrays cannot be changed while normal arrays can be changed <STOP>,The static arrays are intialized only once when the function is called. <STOP>,2.5,1.0,7.5,0.6923326253890991
What is the difference between an array that is declared as static and one that is not? <STOP>,An array they is declared as static can be accessed outside of the method it was declared without passing it as an argument to other functions in the same class. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,3.0,6.0,6.0,0.7449835538864136
What is the difference between an array that is declared as static and one that is not? <STOP>,"A static array has class scope, allowing it to remain where other arrays might be recycled. <STOP>",The static arrays are intialized only once when the function is called. <STOP>,4.0,10.0,6.5,0.7649422883987427
What is the difference between an array that is declared as static and one that is not? <STOP>,An array that is static does not change or uninitialize if called later unless explicitly acted upon. <STOP> It does not terminate or change across objects. <STOP> An automatic local array will be cleared and uninitialized if called later outside of it is specific scope. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,5.0,10.0,9.0,0.7800301313400269
What is the difference between an array that is declared as static and one that is not? <STOP>,"one declared as static is one that is already defined. <STOP> The program knows the length and the array from the start, whereas non-static arrays are declared or assigned later. <STOP>",The static arrays are intialized only once when the function is called. <STOP>,3.0,4.0,7.5,0.7400655746459961
What is the difference between an array that is declared as static and one that is not? <STOP>,"a non static array must reinitialize itself every function call, while a static array will only initialize itself once, unless otherwise forced. <STOP>",The static arrays are intialized only once when the function is called. <STOP>,5.0,10.0,10.0,0.7760519981384277
What is the difference between an array that is declared as static and one that is not? <STOP>,A static array retains any modified values after a function call. <STOP> Automatic arrays reset to their initial values when the function ends. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,4.5,10.0,7.5,0.8071043491363525
What is the difference between an array that is declared as static and one that is not? <STOP>,"a static array is one that keeps its values and is not initialized every time a class function is called, it is data is not lost at function end. <STOP>",The static arrays are intialized only once when the function is called. <STOP>,4.5,10.0,8.0,0.7867790460586548
What is the difference between an array that is declared as static and one that is not? <STOP>,an array that is declared as static can only be used in the function that its being called in. <STOP> Its a constant array. <STOP> Static is another way of say const. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,2.5,1.0,8.0,0.7882579565048218
What is the difference between an array that is declared as static and one that is not? <STOP>,Values in an array that is not delcared as static will remain constant. <STOP> When an array is declared const values within the array can be manipulated. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,2.5,1.0,7.5,0.6669872999191284
What is the difference between an array that is declared as static and one that is not? <STOP>,the data of a static array cannot be changed <STOP>,The static arrays are intialized only once when the function is called. <STOP>,2.5,1.0,7.5,0.6690747737884521
What is the difference between an array that is declared as static and one that is not? <STOP>,"Standard arrays terminate when the functions that call them finish. <STOP> A static array is not removed from memory when it is parent function terminates, leaving it available for other functions -LRB- or new instances of the original function -RRB- . <STOP>",The static arrays are intialized only once when the function is called. <STOP>,4.0,10.0,5.0,0.7390916347503662
What is the difference between an array that is declared as static and one that is not? <STOP>,by defining static array it doese not lose scope in locala function. static array makes programm more scalable. non static array lose scope inside the local function. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,4.5,8.0,9.0,0.7465639114379883
What is the difference between an array that is declared as static and one that is not? <STOP>,static arrays can be called from anywhere <STOP>,The static arrays are intialized only once when the function is called. <STOP>,2.0,6.0,2.5,0.7455633878707886
What is the difference between an array that is declared as static and one that is not? <STOP>,A static array cannot be changed. <STOP> A regular array can be changed when it is passed to a function or manually. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,2.5,1.0,7.5,0.7136808633804321
What is the difference between an array that is declared as static and one that is not? <STOP>,"a static array can be can be edited throughout the program, while a non-static array can only be edited within a given function <STOP>",The static arrays are intialized only once when the function is called. <STOP>,3.5,6.0,7.5,0.7069017887115479
What is the difference between an array that is declared as static and one that is not? <STOP>,"An array that is declared static is allocated when the program begins to run, and is not freed until the program exits, but has limited scope. <STOP> A non-static array is allocated and freed every time that it comes in and out of scope. <STOP>",The static arrays are intialized only once when the function is called. <STOP>,4.5,10.0,7.5,0.6902680397033691
What is the difference between an array that is declared as static and one that is not? <STOP>,static has a predetermined size that cannot be passed while vis versa. <STOP>,The static arrays are intialized only once when the function is called. <STOP>,3.0,4.0,7.5,0.607702374458313
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"the type char [] has a null -LRB- ""n"" -RRB- element at the very end. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.8543926477432251
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,a variable char is basically any non command key on the keyboard that you can press. <STOP> A string is a collection of letters or numbers that is stored together to be used later. <STOP> Comonly strings are used for words. <STOP> Chars can be used for less but can have opperations performed on them in a useful way. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,7.5,0.6334103345870972
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,The programmer must provide the null terminating character in a string of characters using type char [] and must also ensure that the array is large enough to contain the input string of characters and the null terminating character. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.7596096992492676
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,String of characters are followed by a null statement. type string is for example string s; <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.8422794342041016
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,String contains a word where as char can contain phrases or a string of characters. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,7.5,0.7122213840484619
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,a string is a variable with a single entinty of letters combined into one while in a char [] each letter is assigned a memory value and each has its own variable assigned i. e. char [0] char [1]. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,8.0,0.6968846321105957
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"A string contains a null character at the end of the string, which makes it easily possible to get the string length. <STOP> A char array can have a virtually unlimited length, therefore, its size must be declared or limited. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,4.0,10.0,5.0,0.7688405513763428
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,an array of characters stores a null character at the end <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.8581942319869995
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"When you read a string of characters, you also read in the white space. <STOP> When you read characters declared char you only read the characters, no white space. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,3.0,3.0,8.0,0.6732676029205322
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"Character arrays will terminate at any whitespace, including spaces. <STOP> Strings terminate when they encounter the new line character. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,3.5,3.0,10.0,0.7643187046051025
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,The difference is that a string that is declared a variable of type char [] is each char is included in the array versus the string of characters that is read into a variable. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,7.5,0.6672539710998535
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"An array of strings reads the string literals, meaning anything within ""quotes"". <STOP> A char array reads a string as each individual character. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,7.5,0.6392046213150024
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,character arrays can call on individual letters were a string array can only call words. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,7.5,0.6213444471359253
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,The character array has an end of line character at the end of it. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,9.0,10.0,0.804612398147583
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"Type char [] may contain a null value as the last element, whereas type string will not. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.8052222728729248
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,The variable of type string has a terminating character 0 at the end of it. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,4.0,5.0,10.0,0.8474041223526001
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,the one that is type string has an extra string member. <STOP> The or 0 at the end. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,4.0,5.0,10.0,0.8282289505004883
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"a string has variable size and function calls available, while an character array usually has a static size. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,3.5,5.0,8.0,0.68560791015625
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,a string char [] adds a null value to the end of the string. <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.9455997943878174
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"char array needs an end character signature and is made up of characters each separate from each other, a string is an object in itself, with a value that the user enters. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.7350494861602783
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"the variable of type char [], each character is stored into a different memory address and can be accessed easly, where as in a string of character, its not easy to be able to access each character in the string. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,8.0,0.6274095773696899
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"When the string is passed into the array char, individual characters are stored and can be manipulated. <STOP> Although when a word is stored into a string variable, it is stored as one word and not as individual characters. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,8.0,0.659670352935791
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"a string variable can change in size and is passed to functions by value, whereas a type char [] cannot change in size and is passed to functions by reference only <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,7.5,0.6230775117874146
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"A string type string acts as a single object, with individual char entities accessible only through specific string class functions. <STOP> A char array is less robust, but allows direct access to specific char entities. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,3.0,3.0,7.5,0.6435562372207642
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"In arrays strings are stored as a characters -LRB- char [] -RRB- , each character of string will be stored in each memory location of the array, while string of characters is only one memory location. <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,2.0,0.0,7.5,0.6324442625045776
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"an array of characters has one more element, its last element, the terminating element, or null, which doesnt exist in a variable of type string <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.7637037038803101
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"A string of characters is a specific variable type that has no extra data at the end. <STOP> A string of type char [] is all the characters and a null -LRB- "" <STOP> 0"" <STOP> -RRB- <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.8041455745697021
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,a string of characters will have a null character or value at the end of the string <STOP>,The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.8903704881668091
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"when the characters are put in a char array, there is also a null terminating character added to the end, ""0"" <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,5.0,10.0,10.0,0.8784123659133911
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []? <STOP>,"string of characters that is read into a variable of type string includes, <STOP>",The char [] will automatically add a null 0 character at the end of the string. <STOP>,1.5,0.0,6.0,0.7319045066833496
Briefly describe the divide-and-conquer paradigm. <STOP>,"For example we have an array on n elements, the divide and conquer splits up the array into equal halves and repeats this process until each element is by itself <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.0,6.0,9.0,0.6654140949249268
Briefly describe the divide-and-conquer paradigm. <STOP>,Divide and coquer means dividing a problem into 2 plus problems which are solved and then merged back together for a final solution to the whole problem. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",5.0,10.0,10.0,0.8015456199645996
Briefly describe the divide-and-conquer paradigm. <STOP>,The divide and conquer paradigm divides a problem into smaller and smaller portions that are easier to solve. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7631075382232666
Briefly describe the divide-and-conquer paradigm. <STOP>,"Divide elements, recur then conquer, which works in merge sort and quicksort. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.0,6.0,9.0,0.7284904718399048
Briefly describe the divide-and-conquer paradigm. <STOP>,"To divide and conquer, you divide the program in half once or multiple times to the extent that the program as a whole is easier to work in groups to solve the problem. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7250828742980957
Briefly describe the divide-and-conquer paradigm. <STOP>,to divide one larger string or line of values and sepereate them into smallers lines to easily manipulate them and then replace them in the order in which they should be. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",3.5,4.0,10.0,0.687241792678833
Briefly describe the divide-and-conquer paradigm. <STOP>,"Split the problem into smaller, more manageable parts, and proceed to address the smaller problems. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.8363147974014282
Briefly describe the divide-and-conquer paradigm. <STOP>,dived and conquer is the breaking up of a large complex program into small easy to solve components. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7200895547866821
Briefly describe the divide-and-conquer paradigm. <STOP>,Dividing a larger problem into the smallest incident of the problem and solving the smallest incident. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.8000686168670654
Briefly describe the divide-and-conquer paradigm. <STOP>,"Break up very large data structures into smaller sub-units, that are easier to manipulate. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7117178440093994
Briefly describe the divide-and-conquer paradigm. <STOP>,The divide-and-conquer technique is where it takes the sorting algorithm and breaks up the array into smaller elements of the array to tackle the problem and run the algorithm. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.0,8.0,8.5,0.741275429725647
Briefly describe the divide-and-conquer paradigm. <STOP>,"The divide-and-conquer paradigm divides the problem into two pieces and works on each piece separately, allowing for a faster approach to 2 separate smaller problems. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.765474796295166
Briefly describe the divide-and-conquer paradigm. <STOP>,"Take a problem and divide it into a smaller problem and solve that smaller problem, or divide it into a smaller problem and solve it, thus solving the whole problem in the process. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",5.0,9.0,9.0,0.887287974357605
Briefly describe the divide-and-conquer paradigm. <STOP>,The idea is to split the problem into half and solve for the smaller split-problems. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7929000854492188
Briefly describe the divide-and-conquer paradigm. <STOP>,"The divide and conquer paradigm, splits a large problem into simpler problems, at which point it solves the simpler problems and merges the simple solutions together to answer the large problem. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",5.0,10.0,10.0,0.7856191396713257
Briefly describe the divide-and-conquer paradigm. <STOP>,"Divide-and-conquer refers to abstraction, the act of separating large, complex problems into smaller, easier problems that can be solved by a relatively simple algorithm. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7644863128662109
Briefly describe the divide-and-conquer paradigm. <STOP>,"It takes a large problem and splits it into two or more easier or faster solutions, and makes for better readability. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7875689268112183
Briefly describe the divide-and-conquer paradigm. <STOP>,it is the taking of a larger problem and splitting it into simpler smaller problems. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7997151613235474
Briefly describe the divide-and-conquer paradigm. <STOP>,It divides the problem into singular units and works on the problem piece by piece until the problem is solved. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.8015459775924683
Briefly describe the divide-and-conquer paradigm. <STOP>,"smaller parts are easier to compare than comparing the whole, so it divides the problem down in halves until it can easily compare, then works backwards putting it back together to give the solution. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",5.0,10.0,10.0,0.7750681638717651
Briefly describe the divide-and-conquer paradigm. <STOP>,"a divide-and-conquer paradigm. takes some data, divides it into two parts, and works on each part indiviually until the item is found. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.6927729845046997
Briefly describe the divide-and-conquer paradigm. <STOP>,"The idea of divide and conquer is to take a large problem, split it into n smaller problems, making the program easier to read and modify. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7700619697570801
Briefly describe the divide-and-conquer paradigm. <STOP>,the divide and conquer paradigm is a recursive solution that keeps dividing the problem into halves until a base case is reached. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",4.5,8.0,9.0,0.7765469551086426
Briefly describe the divide-and-conquer paradigm. <STOP>,"dividing and conquering means breaking a problem into two smaller problems, solving both of those, and putting the two solutions together. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",5.0,10.0,10.0,0.7748640775680542
Briefly describe the divide-and-conquer paradigm. <STOP>,"Divide the big problem into small problem, solve small problem and join small solved elements of the problem. if there is two ore more elements in the array, divide the array into parts and compare the elements, after comperison, conquer the elements. <STOP> If array have n element, first half have n divided by 2 elements <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",5.0,10.0,10.0,0.7907137870788574
Briefly describe the divide-and-conquer paradigm. <STOP>,"divide the array in half, sort each half, then sort them back in one array <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",3.0,6.0,6.0,0.6417325735092163
Briefly describe the divide-and-conquer paradigm. <STOP>,You take a class and break down everything it is supposed to do into easily managed functions. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",3.0,2.0,9.0,0.6295273303985596
Briefly describe the divide-and-conquer paradigm. <STOP>,"this is shown by the use of. cpp and header files. by splitting the program up into smaller subsections of individual code, it becomes easier to write and keep up with as opposed to having all of your code in one file <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",3.0,2.0,9.0,0.577788233757019
Briefly describe the divide-and-conquer paradigm. <STOP>,"When a problem is too big, split it into smaller problems of the same type, and solve those, then from the solutions of the smaller problem, give the solution to the larger original problem. <STOP>","Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",5.0,10.0,9.0,0.8793901205062866
Briefly describe the divide-and-conquer paradigm. <STOP>,it is the separating of large program into smaller classes then until target is reached. <STOP>,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem. <STOP>",3.5,3.0,10.0,0.6994037628173828
Briefly describe in one sentence how does merge sort work? <STOP>,"It uses the divide and conqure technique recursively and then when merging back together it compares each element together in a sorted list, this is done by reversing the divide and conquer technique <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.744674563407898
Briefly describe in one sentence how does merge sort work? <STOP>,A merge sort works by removing all items to sepperate memory locations and merging them back together in order. <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",3.5,4.0,10.0,0.7596313953399658
Briefly describe in one sentence how does merge sort work? <STOP>,"It divides the array into two halves, sorts each half, then merges the two halves together. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.9652724266052246
Briefly describe in one sentence how does merge sort work? <STOP>,"Divide into two sublists and then those sublists break into length 1, then merges the sublists sorted. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.7726731300354004
Briefly describe in one sentence how does merge sort work? <STOP>,"Merge sort uses the ""divide and conquer"" idea where it divides the array in half multiple times and then joins each element of the array back into one sorted array. <STOP> This is one of the best sorting algorithms besides Quicksort. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8253782987594604
Briefly describe in one sentence how does merge sort work? <STOP>,divides the line in half coninuously until you get to only a single value then recombine the values to form a sorted line. <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.7697951793670654
Briefly describe in one sentence how does merge sort work? <STOP>,"Continually split array in half, sort each side of the halves, then put them back together once organized. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8487237691879272
Briefly describe in one sentence how does merge sort work? <STOP>,merge sort splits the array of elements into smaller arrays until the arrays reach size 1 and then the merge sort merges the smaller arrays into arrays of size 2 then it moves to the next step and merges the next arrays. <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.9111651182174683
Briefly describe in one sentence how does merge sort work? <STOP>,By divide and conquer. <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",3.5,3.0,10.0,0.593815803527832
Briefly describe in one sentence how does merge sort work? <STOP>,"Break a single array down into many arrays with individual elements, then sort the elements as you reconstruct them back into a single array. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8370919227600098
Briefly describe in one sentence how does merge sort work? <STOP>,"Merge sort breaks the array in half, and continues to do so until it has 2 elements to compare and sorts them, after doing so it ""merges"" back as it keeps on sorting the algorithm as it does so. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8957092761993408
Briefly describe in one sentence how does merge sort work? <STOP>,"Merge sort divides the problem in half, organizes each half, then brings the two halves together again. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8538689613342285
Briefly describe in one sentence how does merge sort work? <STOP>,"Take an array and split it into two, then solve these simpler problems and merge the two answers in correct order. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8011733293533325
Briefly describe in one sentence how does merge sort work? <STOP>,"A merge sort recursively divides the array into half until only one element remains, then it sorts the data on its way out of the recursive call by merging the cells. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8706867694854736
Briefly describe in one sentence how does merge sort work? <STOP>,"Merge sort recursively divides an array into two arrays until all arrays have 1 element, at which point it merges the 1 element arrays into larger sorted arrays, the final returned array being the sorted version of the initial array. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8771728277206421
Briefly describe in one sentence how does merge sort work? <STOP>,Merge sort continuously breaks an array in half then sorts the arrays as it concatenates them back together into one sorted array. <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8546953201293945
Briefly describe in one sentence how does merge sort work? <STOP>,"It takes an array, splits itself in half, sorts the two halves -LRB- either by recursion or iteration -RRB- and compares them together giving a third array a full sorted list with both halves rejoined. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8495000600814819
Briefly describe in one sentence how does merge sort work? <STOP>,"it splits a large array into small arrays and recurs until the array is a size of 1, and then merges all of the arrays back together until the source array is completely sourted. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8048546314239502
Briefly describe in one sentence how does merge sort work? <STOP>,Mergesort divides the array into smaller halves and then combines the sorted subarrays into one sorted array. <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.921515703201294
Briefly describe in one sentence how does merge sort work? <STOP>,"merge sort breaks the array down in halves until it is comparing two values, sorts those two values, then merges that back with the other broken down parts that it sorted, each level merging more sets together till you return back to your whole array in order. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.9155175685882568
Briefly describe in one sentence how does merge sort work? <STOP>,"Divides the data into twor separate arrays, sorts the two arrays and merges them back to back together recursively. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.9098879098892212
Briefly describe in one sentence how does merge sort work? <STOP>,"Take the initial array and split it into two, temporary, smaller arrays, sort the two smaller arrays, and merge them back into a single array. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8702164888381958
Briefly describe in one sentence how does merge sort work? <STOP>,merge sort divides the data into halves until data of one element is reached and then merges each element together according to its placement in comparison to the rest of the data <STOP>,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8433113098144531
Briefly describe in one sentence how does merge sort work? <STOP>,"merge sort uses the divide and conquer strategy, sorting an array in parts, then merging the sorted parts back together. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8601799011230469
Briefly describe in one sentence how does merge sort work? <STOP>,"Divide recursuivly big array into two arrays, sort two array and merge them togather recuruivly. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8384751081466675
Briefly describe in one sentence how does merge sort work? <STOP>,"divides an array in half and sorts each half by calling its self, thus dividing each half again and again and sorting it until the array is sorted. then putting the elements back in the original array sorted. <STOP>","It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays. <STOP>",5.0,10.0,10.0,0.8647950887680054
